
Ampersand Art Supply, Inc.
P.O. Box 1440
Buda, TX  78610

Sales [Customer Detail]

December 2014
3/19/15	Page 1
10:42:19 PM
	ID#	Date	Quantity	Item/Acct	Description	Amount	Status	Customer PO #	Promised Date	Referral Source

Aboveground Art Supplies	*None
	15011612	12/28/14	1	PBW11	Cs.(20) Pastelbord White 11x14	$90.90	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.1	PBW16	Cs.(20) Pastelbord White 16x20	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.1	PBW16	Cs.(20) Pastelbord White 16x20	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	0.5	PBW16	Cs.(20) Pastelbord White 16x20 (10)	$82.24	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	PWP150404	Cs(10) 4x4 1.5" Smooth Primed	$33.00	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	PWP150612	Cs(10) 6x12 1.5" Smooth Primed	$61.95	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	PWP151010	Cs(10) 10x10 1.5" Smooth Prime	$69.38	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	PWP151212	Cs(10) 12x12 1.5" Smooth Prime	$86.74	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.1	PWP151216	Cs(5) 12x16 1.5" Smooth Primed	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	2	PWP750404	Cs(10) 4x4 7/8" Smooth Primed	$62.70	Order	AMEAMPERSAND15	1/12/15
	14013614	12/1/14	0	SS-Comment	WEEK OF 12/2/14	$0.00	Order	6-2110 end-14	1/1/15
	14013614	12/1/14	0	SS-Comment	ARTISAN	$0.00	Order	6-2110 end-14	1/1/15
	14013614	12/1/14	0	SS-Comment	WEEK OF 12/17/14	$0.00	Order	6-2110 end-14	1/1/15
	14013614	12/1/14	0	SS-Comment	JMEastman-venus	$0.00	Order	6-2110 end-14	1/1/15
	14013614	12/1/14	0	SS-Comment	PAM VAN LOUDEN BILL TO "WINTER 15"	$0.00	Order	6-2110 end-14	1/1/15
	14013614	12/1/14	0	SS-Comment	JERRY'S KX	$0.00	Order	6-2110 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	PASTEL CANADA	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	CINDY WALTON	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	week of 12/17/14	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	PRESSMAN	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	JUSTINE MANTON-WALDIE	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	OLIVIA	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	KEANE	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	DENA WENMOHS	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	WEEK OF 1/2/15	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	PHARR	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	BEYER	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	100	SS-Comment	ED PASQUELLA	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	PONZI	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	MCLAUGHLIN	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	WEEK OF 1/6/15	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	DUBAY	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	WEEK OF1/9/15	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	KATH SCHAD	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0	SS-Comment	PERKINS	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0	SS-Comment	LINDAMOOD	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	LIGHTHOUSE PLEIN AIR	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	COLORADO PASTEL	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	WEEK OF 1/2/15	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	MVAL	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	CWIK	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	AUSTIN PASTEL-KILDAY	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	WEEK OF 1/6/15	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	FOWLER	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	LINDAMOOD	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	SANDY DELEHANTY	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	JULIE EASTON	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	WEEK OF 1/15/14	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	TERRY DOWELL	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	CROWELL	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	FACKRELL	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	NATURAL PIGMENTS	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	PRESSMAN	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	1/19/15	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	JEAN MARIE CHRISTIAN	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	ELLIS	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	ADAMS	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	CHUCK GRAY	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	1/21/15	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	TERRY DOWELL	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	HG ARTS	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	1/22/15	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	HEATHER MITCHELL	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	LAURA LANGLOIS	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	COATS	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	1/30/15	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	2/3/15	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0	SS-Comment	SEAN DYE	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	0	SS-Comment	JOHN MARK EASTMAN	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	WEEK OF 1/15/15	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	ARTISAN-MICHAEL	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	JME-ART STASH	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	1/19/15	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	ARTISAN TEACHERS	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	1/21/15	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	HYLAND	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	JME	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	1/22/15	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0	SS-Comment	SLS REPS	$0.00	Order	6-2110 JAN-15	1/15/15
	14013635	12/21/14	0	SS-Comment	PHIL GARRETT	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	PATTI BRADY	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	KATHRYN BEVIER	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	DAWN K. MARTIN	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	ANITA STEWART	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	1/19/15	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	DANA AME DEMO	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	AME TEACHERS	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	R&F AME	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	MCNEE	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	CINDY WALTON	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0	SS-Comment	SPIELMAN	$0.00	Order	6-2631 JAN-15	1/19/14
	15011612	12/28/14	0	SS-Comment	PALLET STACKER	$0.00	Order	AMEAMPERSAND15	1/12/15
	15011768	12/31/14	0	SS-Comment	MACPHERSONS ATLANTA 15011622	$0.00	Order	Spring 15	2/18/15
	15011768	12/31/14	0	SS-Comment	MACPHERSONS NV 15011623	$0.00	Order	Spring 15	2/18/15
	15011768	12/31/14	0	SS-Comment	SLS NV 15011650	$0.00	Order	Spring 15	2/18/15
	15011768	12/31/14	0	SS-Comment	SLS NEW ORLEANS	$0.00	Order	Spring 15	2/18/15
	15011768	12/31/14	0	SS-Comment	BUY GBS12, GBS122, GBS16, GBS18 GET FREE GBS088	$0.00	Order	Spring 15	2/18/15
	14013634	12/20/14	2.5	UPWP150606	Cs(10) 6x6 1.5" Unprimed Bass	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	1	UPWP150606	Cs(10) 6x6 1.5" Unprimed Bass	$41.29	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	UPWP150808	Cs(10) 8x8 1.5" Unprimed Bass	$49.54	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	UPWP151212	Cs(10) 12x12 1.5" Unprime Bass	$81.00	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	UPWP151620	Cs(5) 16x20 1.5" Unprimed Bass	$68.18	Order	AMEAMPERSAND15	1/12/15
	14013634	12/20/14	2.5	UPWP750606	Cs(10) 6x6 7/8" Unprimed Bass	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	1	UPWP750606	Cs(10) 6x6 7/8" Unprimed Bass	$37.95	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	UPWP750808	Cs(10) 8x8 7/8" Unprimed Bass	$47.51	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	UPWP750810	Cs(10) 8x10 7/8" Unprimed Bass	$53.70	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	UPWP751212	Cs(10) 12x12 7/8" Unprime Bass	$74.29	Order	AMEAMPERSAND15	1/12/15
	14013634	12/20/14	0.694	UPWP754603	Cs(12-3PK) 7/8" Unprimed 4X6	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0.694	UPWP755703	Cs(12-3PK) 7/8" Unprimed 5X7	$0.00	Order	6-2110 JAN-15	1/15/15

					Ampersand Art Supply Total:	$5,540.45

Art Select GMBH & Co. KG	*None
	15011643	12/21/14	5	5733	13x18 SamplerPack-all surfaces	$0.00	Order		1/16/15

					Art Select GMBH & Co. KG Total:	$0.00

Art Supplies Wholesale	*None
	14013515	12/19/14	1	APC.75 044	Cs(10) 3/4" Crad ArtistP - 4x4	$22.02	Order	23790	10/24/14
	14013515	12/19/14	2	HB05	Case(10-3Pk) 5x7 Hardbord	$44.18	Order	23790	10/24/14
	14013515	12/19/14	1	HB12	Case(12) 12x16 Hardbord	$32.63	Order	23790	10/24/14
	14013515	12/19/14	1	HB122	Case(12) 12x12 Hardbord	$29.21	Order	23790	10/24/14
	14013515	12/19/14	0	SS-Comment	ADDED PER  BILL S. ON 12/10/14	$0.00	Order	23790	10/24/14
	14013515	12/19/14	1	UPWP750810	Cs(10) 8x10 7/8" Unprimed Bass	$47.74	Order	23790	10/24/14
	14013265	12/19/14	1	UPWP751114	Cs(10) 11x14 7/8" Unprime Bass	$58.32	Order	23586	8/20/14

					Art Supplies Wholesale Total:	$234.10

Art Supply Warehouse-CA	*None
	14013599	12/31/14	1	AMPSK	Case(10) Scratch Knives	$27.71	Order	16558	1/2/15
	14013599	12/31/14	1	AP9M 066	Cs(10) 3/8" Artist Panel - 6x6	$19.83	Order	16558	1/2/15
	14013599	12/31/14	1	AP9M 088	Cs(10) 3/8" Artist Panel - 8x8	$24.87	Order	16558	1/2/15
	14013599	12/31/14	1	AP9M 1114	Cs(10) 3/8" Artist Panel-11x14	$37.77	Order	16558	1/2/15
	14013599	12/31/14	1	AP9M 1620	Cs(5) 3/8" Artist Panel-16x20	$30.54	Order	16558	1/2/15
	14013599	12/31/14	1	AP9M 810	Cs(10) 3/8" Artist Panel- 8x10	$29.28	Order	16558	1/2/15
	14013599	12/31/14	1	AP9M 912	Cs(10) 3/8" Artist Panel- 9x12	$33.06	Order	16558	1/2/15
	14013599	12/31/14	1	APC.75 088	Cs(10) 3/4" Crad ArtistP - 8x8	$27.57	Order	16558	1/2/15
	14013599	12/31/14	1	APC.75 1114	Cs(10) 3/4" Crad ArtistP-11x14	$40.92	Order	16558	1/2/15
	14013599	12/31/14	1	APC.75 1216	Cs(5) 3/4" Crad ArtistP- 12x16	$23.61	Order	16558	1/2/15
	14013599	12/31/14	1	APC.75 122	Cs(10) 3/4" Crad ArtistP-12x12	$40.92	Order	16558	1/2/15
	14013599	12/31/14	1	APC.75 612	Cs(5) 3/4" Crad ArtistP - 6x12	$14.57	Order	16558	1/2/15
	14013599	12/31/14	1	APC1.5 1216	Cs(5) 1.5" Crad ArtistP- 12x16	$41.73	Order	16558	1/2/15
	14013599	12/31/14	1	APC1.5 1824	Cs(5) 1.5" Crad ArtistP- 18x24	$58.26	Order	16558	1/2/15
	14013599	12/31/14	1	APC1.5 612	Cs(5) 1.5" Crad ArtistP - 6x12	$26.39	Order	16558	1/2/15
	14013599	12/31/14	1	APS0404	Cs.(30) Smooth Artist Pnl: 4x4	$11.31	Order	16558	1/2/15
	14013599	12/31/14	1	APS0507	Cs.(30) Smooth Artist Pnl: 5x7	$30.91	Order	16558	1/2/15
	14013599	12/31/14	1	APS0606	Cs.(30) Smooth Artist Pnl: 6x6	$22.72	Order	16558	1/2/15
	14013599	12/31/14	1	APS0810	Cs(36) Smooth Artist Pnl: 8x10	$58.73	Order	16558	1/2/15
	14013599	12/31/14	1	APS0912	Cs(20) Smooth Artist Pnl: 9x12	$40.30	Order	16558	1/2/15
	14013599	12/31/14	1	APS1114	Cs(20) Smooth ArtistPnl: 11x14	$49.01	Order	16558	1/2/15
	14013599	12/31/14	1	APS1212	Cs(20) Smooth ArtistPnl: 12x12	$45.89	Order	16558	1/2/15
	14013599	12/31/14	1	APS1216	Cs(24) Smooth ArtistPnl: 12x16	$65.36	Order	16558	1/2/15
	14013599	12/31/14	1	APS1824	Cs(16) Smooth ArtistPnl: 18x24	$72.38	Order	16558	1/2/15
	14013599	12/31/14	1	CBB055	Case(10-3Pk) 5x5 Scratchbord	$31.46	Order	16558	1/2/15
	14013599	12/31/14	1	CBB11	Case (20) 11x14 Scratchbord	$96.83	Order	16558	1/2/15
	14013599	12/31/14	1	CBS05	Case (10-3Pk) 5x7 Claybord	$33.65	Order	16558	1/2/15
	14013599	12/31/14	1	CBS066	Case (10-4Pk) 6x6 Claybord	$30.11	Order	16558	1/2/15
	14013599	12/31/14	1	CBS08	Case (36) 8x10 Claybord	$89.18	Order	16558	1/2/15
	14013599	12/31/14	1	CBSCG2436	Cs(2) 1.5" Crad Claybord 24x36	$44.27	Order	16558	1/2/15
	14013599	12/31/14	1	CBSWC2436	Cs(2) 2" Cradle Claybord 24x36	$51.97	Order	16558	1/2/15
	14013599	12/31/14	1	CBSWC3040	Cs(2) 2" Cradle Claybord 30x40	$87.41	Order	16558	1/2/15
	14013599	12/31/14	1	CBT05	Cs.(10-3Pk) 5x7 Aquabord	$39.34	Order	16558	1/2/15
	14013599	12/31/14	1	CBT12	Cs.(12) 12x16 Aquabord	$66.11	Order	16558	1/2/15
	14013599	12/31/14	2	CBT14	Cs.(12) 14x18 Aquabord	$160.56	Order	16558	1/2/15
	14013599	12/31/14	1	CBT16	Cs.(20) 16x20 Aquabord	$159.83	Order	16558	1/2/15
	14013599	12/31/14	1	CINKSET	Case(6) Claybord Ink Set	$42.50	Order	16558	1/2/15
	14013599	12/31/14	1	DBOXCLAY05	Case (4) 5x5 Claybord Box Kit	$31.97	Order	16558	1/2/15
	14013599	12/31/14	1	DBOXCLAY07	Case (4) 5x7 Claybord Box Kit	$33.86	Order	16558	1/2/15
	14013599	12/31/14	1	EN066	Cs.(10-4Pk) 1/8" Encaustic 6x6	$34.36	Order	16558	1/2/15
	14013599	12/31/14	1	EN1010	Cs.(10) 1/4" Encaustic 10x10	$34.36	Order	16558	1/2/15
	14013599	12/31/14	1	ENC151010	Cs(5) 1.5" Crad Encaust 10x10	$40.21	Order	16558	1/2/15
	14013599	12/31/14	1	ENC152436	Cs(2)1.5" Crad Encaustic 24x36	$50.99	Order	16558	1/2/15
	14013599	12/31/14	1	ENC751010	Cs(5) 3/4" Crad Encaust 10x10	$37.19	Order	16558	1/2/15
	14013599	12/31/14	1	GBS05	Case (10-3Pk) 5x7 Gessobord	$34.36	Order	16558	1/2/15
	14013599	12/31/14	1	GBS055	Case (10-4Pk) 5x5 Gessobord	$27.98	Order	16558	1/2/15
	14013599	12/31/14	1	GBS066	Case (10-4Pk) 6x6 Gessobord	$33.65	Order	16558	1/2/15
	14013599	12/31/14	1	GBS09	Case (20) 9x12 Gessobord	$70.81	Order	16558	1/2/15
	14013599	12/31/14	1	GBS1010	Case (12) 10x10 Gessobord	$39.33	Order	16558	1/2/15
	14013599	12/31/14	1	GBSC088	Cs.(10) 8x8 Gessobord Cradled	$65.54	Order	16558	1/2/15
	14013599	12/31/14	1	GBSC16	Cs.(8) 16x20 Gessobord Cradled	$109.70	Order	16558	1/2/15
	14013599	12/31/14	1	GBSCG2424	Cs(5) 1.5" Crad Gessobd 24x24	$103.43	Order	16558	1/2/15
	14013599	12/31/14	1	GBSCG2436	Cs(2) 1.5" Crad Gessobd 24x36	$45.02	Order	16558	1/2/15
	14013599	12/31/14	1	GBWC2436	Cs.(2) 2" Cradle Gesso 24x36	$52.64	Order	16558	1/2/15
	14013599	12/31/14	1	GBWC30	Cs.(2) 2" Cradle Gesso 30x30	$56.19	Order	16558	1/2/15
	14013599	12/31/14	1	HB08	Case(36) 8x10 Hardbord	$52.12	Order	16558	1/2/15
	14013599	12/31/14	1	HB09	Case(20) 9x12 Hardbord	$37.06	Order	16558	1/2/15
	14013599	12/31/14	1	HBCG0810	Cs(5) 1.5" Crad Hardbord 8x10	$32.05	Order	16558	1/2/15
	14013599	12/31/14	1	HBWC16	Cs.(4) 2" CradleHardbord 16x20	$55.74	Order	16558	1/2/15
	14013599	12/31/14	1	KITLH	(12) Scratch Kit - Lighthouse	$31.46	Order	16558	1/2/15
	14013599	12/31/14	1	KITPAN	(12) Scratch Kit - Pansies	$31.46	Order	16558	1/2/15
	14013599	12/31/14	1	KITS	(12) Scratch kit- Sailboat	$31.46	Order	16558	1/2/15
	14013599	12/31/14	1	KITY	(12) Scratch Kit-Yellow Rose	$31.46	Order	16558	1/2/15
	14013599	12/31/14	1	PB08	Case(36) 8x10 Pastelbord	$109.08	Order	16558	1/2/15
	14013599	12/31/14	1	PBW09	Cs.(20) Pastelbord  White 9x12	$74.78	Order	16558	1/2/15
	14013599	12/31/14	1	PBW11	Cs.(20) Pastelbord White 11x14	$86.55	Order	16558	1/2/15
	14013599	12/31/14	1	PWP150404	Cs(10) 4x4 1.5" Smooth Primed	$29.33	Order	16558	1/2/15
	14013599	12/31/14	1	PWP150505	Cs(10) 5x5 1.5" Smooth Primed	$35.21	Order	16558	1/2/15
	14013599	12/31/14	1	PWP150810	Cs(10) 8x10 1.5" Smooth Primed	$58.66	Order	16558	1/2/15
	14013599	12/31/14	1	PWP151114	Cs(10) 11x14 1.5" Smooth Prime	$79.03	Order	16558	1/2/15
	14013599	12/31/14	1	PWP151824	Cs(5) 18x24 1.5" Smooth Primed	$79.00	Order	16558	1/2/15
	14013599	12/31/14	1	PWP750505	Cs(10) 5x5 7/8" Smooth Primed	$33.04	Order	16558	1/2/15
	14013599	12/31/14	1	PWP750507	Cs(10) 5x7 7/8" Smooth Primed	$35.25	Order	16558	1/2/15
	14013599	12/31/14	1	PWP750808	Cs(10) 8x8 7/8" Smooth Primed	$45.96	Order	16558	1/2/15
	14013599	12/31/14	1	PWP751114	Cs(10) 11x14 7/8" Smooth Prime	$73.40	Order	16558	1/2/15
	14013599	12/31/14	1	PWP751824	Cs(5) 18x24 7/8" Smooth Primed	$73.48	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP150507	Cs(10) 5x7 1.5" Unprimed Bass	$35.25	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP150612	Cs(10) 6x12 1.5" Unprimed Bass	$49.63	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP150808	Cs(10) 8x8 1.5" Unprimed Bass	$44.03	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP150810	Cs(10) 8x10 1.5" Unprimed Bass	$51.38	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP151010	Cs(10) 10x10 1.5" Unprime Bass	$57.02	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP151114	Cs(10) 11x14 1.5" Unprime Bass	$73.43	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP151212	Cs(10) 12x12 1.5" Unprime Bass	$72.00	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP151616	Cs(5) 16x16 1.5" Unprimed Bass	$53.27	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP151620	Cs(5) 16x20 1.5" Unprimed Bass	$60.60	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP151824	Cs(5) 18x24 1.5" Unprimed Bass	$73.47	Order	16558	1/2/15
	14013599	12/31/14	2	UPWP750505	Cs(10) 5x5 7/8" Unprimed Bass	$62.51	Order	16558	1/2/15
	14013599	12/31/14	2	UPWP750507	Cs(10) 5x7 7/8" Unprimed Bass	$66.01	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP750612	Cs(10) 6x12 7/8" Unprimed Bass	$45.92	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP750912	Cs(10) 9x12 7/8" Unprimed Bass	$53.31	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP751114	Cs(10) 11x14 7/8" Unprime Bass	$68.04	Order	16558	1/2/15
	14013599	12/31/14	2	UPWP751216	Cs(5) 12x16 7/8" Unprimed Bass	$80.71	Order	16558	1/2/15
	14013599	12/31/14	1	UPWP751616	Cs(5) 16x16 7/8" Unprimed Bass	$47.76	Order	16558	1/2/15
	14013599	12/31/14	1	WP152436	Cs(4) 24x36 1.5" Wood Panel	$152.87	Order	16558	1/2/15
	14013599	12/31/14	2	WP153040	Cs(2) 30x40 1.5" Wood Panel	$210.00	Order	16558	1/2/15
	14013599	12/31/14	2	WP153636	Cs(2) 36x36 1.5" Wood Panel	$214.76	Order	16558	1/2/15

					Art Supply Warehouse-CA Total:	$5,396.00

Artisan	*None
	14013174	12/19/14	1	PWP151212	Cs(10) 12x12 1.5" Smooth Prime	$66.09	Order	812SQ	8/13/14

					Artisan Total:	$66.09

Binders/Art Partners - Atl	*None
	14013458	12/19/14	1	UPWP150808	Cs(10) 8x8 1.5" Unprimed Bass (10)	$34.60	Order	0027585	9/29/14
	14013458	12/19/14	1	WP152024	Cs(5) 20x24 1.5" Wood Panel (5)	$87.99	Order	0027585	9/29/14

					Binders/Art Partners - Atl Total:	$122.59

Cheap Joe's	*None
	15011651	12/31/14	1	AMPTOOL1	Case(10) Claybord Toolkit	$121.09	Order	61199	1/22/15
	15011651	12/31/14	2	AP9M 066	Cs(10) 3/8" Artist Panel - 6x6	$39.66	Order	61199	1/22/15
	15011651	12/31/14	1	AP9M 122	Cs(10) 3/8" Artist Panel-12x12	$37.77	Order	61199	1/22/15
	15011651	12/31/14	1	AP9M 810	Cs(10) 3/8" Artist Panel- 8x10	$29.28	Order	61199	1/22/15
	15011651	12/31/14	2	APC.75 055	Cs(10) 3/4" Crad ArtistP - 5x5	$43.44	Order	61199	1/22/15
	15011651	12/31/14	1	APC1.5 1010	Cs(5) 1.5" Crad ArtistP- 10x10	$31.11	Order	61199	1/22/15
	15011651	12/31/14	1	APC1.5 122	Cs(5) 1.5" Crad ArtistP- 12x12	$34.64	Order	61199	1/22/15
	15011651	12/31/14	2	CBB05	Case(10-3Pk) 5x7 Scratchbord	$90.90	Order	61199	1/22/15
	15011651	12/31/14	1	CBB08	Case (36) 8x10 Scratchbord	$123.53	Order	61199	1/22/15
	15011651	12/31/14	1	CBB11	Case (20) 11x14 Scratchbord	$101.70	Order	61199	1/22/15
	15011651	12/31/14	2	CBS066	Case (10-4Pk) 6x6 Claybord	$63.25	Order	61199	1/22/15
	15011651	12/31/14	1	CBS08	Case (36) 8x10 Claybord	$93.68	Order	61199	1/22/15
	15011651	12/31/14	2	CBS088	Case (12) 8x8 Claybord	$50.87	Order	61199	1/22/15
	15011651	12/31/14	1	CBS09	Case (20) 9x12 Claybord	$72.16	Order	61199	1/22/15
	15011651	12/31/14	1	CBS12	Case (12) 12x16 Claybord	$62.45	Order	61199	1/22/15
	15011651	12/31/14	1	CBSWC10	Cs.(4) 2" CradleClaybord 10x10	$46.87	Order	61199	1/22/15
	15011651	12/31/14	1	CBSWC11	Cs(4) 2" Cradle Claybord 11x14	$55.51	Order	61199	1/22/15
	15011651	12/31/14	1	CBSWC122	Cs(4) 2" Cradle Claybord 12x12	$54.32	Order	61199	1/22/15
	15011651	12/31/14	1	CBSWC2436	Cs(2) 2" Cradle Claybord 24x36	$54.57	Order	61199	1/22/15
	15011651	12/31/14	1	CBSWC618	Cs(4) 2" Cradle Claybord 6x18	$49.10	Order	61199	1/22/15
	15011651	12/31/14	1	CBT044	Cs.(10-4Pk) 4x4 Aquabord	$24.17	Order	61199	1/22/15
